Albedo,Building_Density,LST_Celsius,NDVI,NDWI,total_precipitation_hourly,u_component_of_wind_10m,v_component_of_wind_10m,Longitude,Latitude,Rn_NetRadiation,G_SoilHeatFlux,H_SensibleHeatFlux
0.10534254625,0,37.43347748000002,0.4440354311861788,-0.4252979187236664,0.00013992699419169697,0.707304318745931,0.08461403846740723,77.26734914882023,28.5910964547889,205.14483833920787,33.82775567213726,102.03106906176035
0.12387734,4678,44.17210391000003,0.28045325779036834,-0.3091749792186202,0.00015226489729356117,0.7993351618448893,0.09926128387451172,77.31148164705641,28.419533527726035,148.30393977449296,30.711236144745985,91.42884593077244
0.11528845750000001,755,42.23579558000006,0.5131203941753931,-0.5121383438643168,8.431705107650853e-05,0.7819669246673584,0.12369108200073242,77.05072866235452,28.50195870540487,163.31895872225152,29.916335563174297,70.0931182742421
0.1426574475,4741,45.61792637000002,0.22347704377391583,-0.26307988551902484,0.00014912515112592523,0.7314157485961914,0.06677722930908203,77.31025755319,28.45066526449778,124.47386291454438,27.504235663484476,80.82954547675789
0.10156480250000001,0,40.56780182,0.5114296003760018,-0.4867724232344216,8.895342588428118e-05,0.6211264928181965,0.1589803695678711,77.07519384743595,28.84370617495959,185.76180218849004,32.000775298309286,79.93960043178492
0.14679441000000001,0,34.329915320000055,0.37759888690121246,-0.40886499232622203,0.00015186386745350924,0.5615221659342449,0.1089315414428711,77.26026940933686,28.87972480886559,193.4346237606881,31.801345111917065,106.35499968001575
0.10481368,2,44.45067254000003,0.18071113743663,-0.15796577735633058,9.186525787501725e-05,0.6743142604827881,0.1063375473022461,77.07203533386905,28.726842250471876,163.91357266141495,33.3034474431716,114.31225409464129
0.11348058,0,40.64641628000004,0.1352465607227966,-0.14640033660340598,3.897853951489846e-05,0.6287641525268555,0.1431746482849121,76.89949925572206,28.82953840251558,183.96718624683103,34.68289737812461,137.41885369353156
0.11619755250000002,0,42.85787521999998,0.3330767444175321,-0.3262998052355329,3.897853951489846e-05,0.6287641525268555,0.1431746482849121,76.89647656077707,28.767170913773008,162.355418448798,32.033202139189406,92.51970481970572
0.11424491499999997,2119,43.54489724000001,0.3237511532885199,-0.3285667041470996,8.036239547384044e-05,0.675431489944458,0.08529806137084961,77.04834546698872,28.7091820805826,159.3780777496729,31.892530267023226,92.08123149913301
0.11348195499999998,691,42.62544986,0.2797281340897964,-0.2892238284168304,0.00013992699419169697,0.707304318745931,0.08461403846740723,77.2559382903112,28.59815689586622,167.33164671395025,32.89496657383885,103.7286873925672
0.13892314,4166,41.03948858000001,0.20323293376676152,-0.2354156752563542,0.00015456825503671703,0.6664888858795166,0.1231832504272461,77.18336356525164,28.73997307324453,159.47385278041065,31.54531049945113,108.83777854861081
0.14695081624999998,5228,44.09007143000002,0.20073415474417425,-0.24051899930369045,0.00013992699419169697,0.707304318745931,0.08461403846740723,77.3432979913719,28.64413159684761,132.2476445245868,28.452357497302078,88.86966451013137
0.1060012675,11,40.687432520000016,0.49889765849519935,-0.5113135256271235,3.897853951489846e-05,0.6287641525268555,0.1431746482849121,76.94909191456478,28.84684948010022,181.67491330134885,31.83006912632846,79.92969511020385
0.13954915,4412,44.69335196000003,0.20875166850443974,-0.25714492657399646,8.617081325312803e-05,0.9222345352172852,0.10440381368001302,76.99309788324952,28.414519807823858,133.7863479426967,28.842461865580525,90.74351917103277
0.08288945625000001,280,38.81435756000002,0.6815583341077439,-0.6196583664418368,0.00014912515112592523,0.7314157485961914,0.06677722930908203,77.28279771783163,28.46865118704406,208.86389843890709,28.212940420284404,61.7518918750882
0.10125974500000001,0,39.11172529999999,0.6076851634272159,-0.5728376410829036,8.895342588428118e-05,0.6211264928181965,0.1589803695678711,77.12060718509046,28.81565046282909,193.75669093351075,29.868136300491503,68.41824166572744
0.09521794,0,40.57805588000002,0.1715238610766731,-0.16049019692632346,8.37094887439586e-05,0.5485732555389404,0.15003156661987305,76.88993857815903,28.881016580940496,198.23778832873631,36.204836872097445,141.87495182440998
0.138750275,0,46.74758198000001,0.33963415298462735,-0.4050517920092329,8.296685417903404e-05,0.9189741611480713,0.16247224807739258,76.87829419255448,28.44299332628852,116.84031827692809,26.019952764036073,65.57165942637344
